player_id,player_name,season,completions_total,attempts_total,passing_yards_total,passing_tds_total,interceptions_total,sacks_total,sack_yards_total,passing_air_yards_total,passing_yards_after_catch_total,passing_first_downs_total,carries_total,rushing_yards_total,rushing_tds_total,rushing_fumbles_total,rushing_first_downs_total,receptions_total,targets_total,receiving_yards_total,receiving_tds_total,receiving_air_yards_total,receiving_yards_after_catch_total,receiving_first_downs_total,fantasy_points_total,fantasy_points_ppr_total,games_played,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,sacks_avg,sack_yards_avg,passing_air_yards_avg,passing_yards_after_catch_avg,passing_first_downs_avg,passing_epa_avg,pacr_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,rushing_fumbles_avg,rushing_first_downs_avg,rushing_epa_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,receiving_yards_after_catch_avg,receiving_first_downs_avg,receiving_2pt_conversions_avg,racr_avg,target_share_avg,air_yards_share_avg,wopr_avg,fantasy_points_avg,fantasy_points_ppr_avg,position,green_zone_carries,HVTs,avg_pass_epa_deep_left,avg_pass_epa_deep_middle,avg_pass_epa_deep_right,avg_pass_epa_short_left,avg_pass_epa_short_middle,avg_pass_epa_short_right,avg_rec_epa_rec_deep_left,avg_rec_epa_rec_deep_middle,avg_rec_epa_rec_deep_right,avg_rec_epa_rec_short_left,avg_rec_epa_rec_short_middle,avg_rec_epa_rec_short_right,pct_targets_rec_deep_left,pct_targets_rec_deep_middle,pct_targets_rec_deep_right,pct_targets_rec_short_left,pct_targets_rec_short_middle,pct_targets_rec_short_right,total_tackled_for_loss,total_rb_carries,pct_carries_tackled_for_loss,routes,yprr,down_1_position,down_1_team,down_1_attempts,down_1_completions,down_1_passing_yards,down_1_passing_first_downs,down_1_carries,down_1_rushing_yards,down_1_rushing_first_downs,down_1_targets,down_1_receptions,down_1_receiving_yards,down_1_receiving_first_downs,down_1_team_carries_in_played_games,down_1_team_targets_in_played_games,down_1_team_receptions_in_played_games,down_1_team_rush_fd_in_played_games,down_1_team_rec_fd_in_played_games,down_1_games_played,down_1_team_carries_all_games,down_1_team_targets_all_games,down_1_team_receptions_all_games,down_1_yards_per_pass_attempt,down_1_yards_per_completion,down_1_yards_per_carry,down_1_yards_per_target,down_1_yards_per_reception,down_1_pass_attempts_per_game,down_1_completions_per_game,down_1_passing_yards_per_game,down_1_passing_first_downs_per_game,down_1_carries_per_game,down_1_rushing_yards_per_game,down_1_rushing_first_downs_per_game,down_1_targets_per_game,down_1_receptions_per_game,down_1_receiving_yards_per_game,down_3_position,down_3_team,down_3_attempts,down_3_completions,down_3_passing_yards,down_3_passing_first_downs,down_3_carries,down_3_rushing_yards,down_3_rushing_first_downs,down_3_targets,down_3_receptions,down_3_receiving_yards,down_3_receiving_first_downs,down_3_team_carries_in_played_games,down_3_team_targets_in_played_games,down_3_team_receptions_in_played_games,down_3_team_rush_fd_in_played_games,down_3_team_rec_fd_in_played_games,down_3_games_played,down_3_team_carries_all_games,down_3_team_targets_all_games,down_3_team_receptions_all_games,down_3_yards_per_pass_attempt,down_3_yards_per_completion,down_3_yards_per_carry,down_3_yards_per_target,down_3_yards_per_reception,down_3_pass_attempts_per_game,down_3_completions_per_game,down_3_passing_yards_per_game,down_3_passing_first_downs_per_game,down_3_carries_per_game,down_3_rushing_yards_per_game,down_3_rushing_first_downs_per_game,down_3_targets_per_game,down_3_receptions_per_game,down_3_receiving_yards_per_game,routes_per_game,TPRR,firstDPRR
00-0024264,Kellen Clemens,2017,6,8,36,0,1,0,0,35,6,4,5,-5,0,0,0,0,0,0,0,0,0,0,-1.06,-1.06,3,2,2.667,12,0,0.333,0,0,11.667,2,1.333,-3.247,0.532,1.667,-1.667,0,0,0,-0.729,0,0,0,0,0,0,0,0,0,0,0,0,-0.353,-0.353,QB,NA,NA,0,0,0,-1.842,0,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,LAC,1,1,2,0,1,-1,0,0,0,0,0,23,13,10,4,8,1,250,214,131,2,2,-1,0,0,1,1,2,0,1,-1,0,0,0,0,QB,LAC,6,4,26,3,2,-2,0,0,0,0,0,11,31,18,6,14,3,34,175,103,4.333,6.5,-1,0,0,2,1.333,8.667,1,0.667,-1,0,0,0,0,NA,NA,NA
00-0024268,Anthony Fasano,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,107,1,119,37,5,16.7,28.7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,13.375,0.125,14.875,4.625,0.625,0,0.968,0.052,0.05,0.113,2.087,3.587,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,0.78,TE,MIA,0,0,0,0,0,0,0,9,8,91,5,94,116,82,10,44,7,187,255,161,0,0,0,10.111,11.375,0,0,0,0,0,NA,0,1.286,1.143,13,TE,MIA,0,0,0,0,0,0,0,2,0,0,0,7,19,8,4,6,2,34,168,85,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,17.25,0.116,0.036
00-0024334,Brandon Marshall,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,154,0,341,39,11,15.4,33.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,6.6,30.8,0,68.2,7.8,2.2,0,0.428,0.157,0.231,0.397,3.08,6.68,WR,NA,NA,NA,NA,NA,NA,NA,NA,-1.045,0,-0.689,0.322,0.696,-0.072,0.152,0,0.03,0.485,0.091,0.242,NA,NA,NA,170,0.91,WR,NYG,0,0,0,0,0,0,0,13,8,71,3,50,60,40,5,17,4,238,199,124,0,0,0,5.462,8.875,0,0,0,0,0,NA,0,3.25,2,17.75,WR,NYG,0,0,0,0,0,0,0,8,5,38,5,8,46,26,3,17,4,43,184,89,0,0,0,4.75,7.6,0,0,0,0,0,NA,0,2,1.25,9.5,34,0.194,0.065
00-0024348,Kyle Williams,2017,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,6.1,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.613,0,0,0,0,0,0,0,0,0,0,0,0,6.1,6.1,DL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,BUF,0,0,0,0,1,1,1,0,0,0,0,18,10,6,2,2,1,235,185,105,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0024389,Delanie Walker,2017,0,0,0,0,0,0,0,0,0,0,2,-2,1,0,1,74,111,807,3,1011,248,43,100.5,174.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0.125,-0.125,0.062,0,0.062,-0.034,4.625,6.938,50.438,0.188,63.188,15.5,2.688,0,0.883,0.232,0.234,0.512,6.281,10.906,TE,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,1.83,TE,TEN,0,0,0,0,0,0,0,42,28,323,16,215,198,119,25,58,15,226,213,128,0,0,0,7.69,11.536,0,0,0,0,0,NA,0,2.8,1.867,21.533,TE,TEN,0,0,0,0,0,0,0,34,18,181,11,33,158,83,16,52,15,35,167,85,0,0,0,5.324,10.056,0,0,0,0,0,NA,0,2.267,1.2,12.067,27.625,0.251,0.097
00-0024417,Sam Koch,2017,2,2,38,0,0,0,0,32,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.52,2,1,1,19,0,0,0,0,16,3,1,4.713,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,P,NA,NA,4.251,0,0,5.174,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0024535,Eric Weems,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,5,0,2,5,0,0.5,1.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,-1.104,0.333,0.667,1.667,0,0.667,1.667,0,0,0,0.021,0.003,0.033,0.167,0.5,WR,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-1.483,0,0.137,0,0,0,0.5,0,0.5,NA,NA,NA,4,1.25,WR,TEN,0,0,0,0,0,0,0,1,1,5,0,18,10,6,2,3,1,226,213,128,0,0,0,5,5,0,0,0,0,0,NA,0,1,1,5,WR,TEN,0,0,0,0,0,0,0,1,0,0,0,1,13,6,0,4,1,35,167,85,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,1.333,0.5,0
00-0025394,Adrian Peterson,2017,0,0,0,0,0,0,0,0,0,0,156,529,2,3,20,11,19,70,0,35,55,3,67.9,78.9,10,0,0,0,0,0,0,0,0,0,0,0,0,15.6,52.9,0.2,0.3,2,-4.109,1.1,1.9,7,0,3.5,5.5,0.3,0,-0.195,0.057,0.009,0.091,6.79,7.89,RB,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,156,0.147,98,0.71,RB,ARI,0,0,0,0,96,334,5,8,5,54,3,146,135,87,12,48,10,236,234,130,0,0,3.479,6.75,10.8,0,0,0,0,9.6,3.479,0.5,0.8,0.5,5.4,RB,ARI,0,0,0,0,3,-4,0,2,1,0,0,11,54,33,3,25,5,25,208,102,0,0,-1.333,0,0,0,0,0,0,0.6,-1.333,0,0.4,0.2,0,9.8,0.194,0.031
00-0025396,Ted Ginn,2017,0,0,0,0,0,0,0,0,0,0,10,39,0,0,2,53,70,787,4,842,302,32,106.6,159.6,15,0,0,0,0,0,0,0,0,0,0,0,0,0.667,2.6,0,0,0.133,0.06,3.533,4.667,52.467,0.267,56.133,20.133,2.133,0,1.394,0.143,0.251,0.39,7.107,10.64,WR,2,NA,NA,NA,NA,NA,NA,NA,1.117,1.563,0.262,0.467,-3.051,0.21,0.1,0.114,0.086,0.314,0.043,0.343,NA,NA,NA,412,1.91,WR,NO,0,0,0,0,9,24,1,31,27,388,13,211,177,131,27,59,14,255,201,145,0,0,2.667,12.516,14.37,0,0,0,0,0.643,2.667,0.071,2.214,1.929,27.714,WR,NO,0,0,0,0,0,0,0,23,14,183,11,30,120,75,11,44,12,40,154,99,0,0,0,7.957,13.071,0,0,0,0,0,NA,0,1.917,1.167,15.25,27.467,0.17,0.078
00-0025399,Marshawn Lynch,2017,0,0,0,0,0,0,0,0,0,0,207,891,7,1,44,20,31,151,0,15,164,6,144.2,164.2,15,0,0,0,0,0,0,0,0,0,0,0,0,13.8,59.4,0.467,0.067,2.933,-1.021,1.333,2.067,10.067,0,1,10.933,0.4,0,0.798,0.068,0.004,0.104,9.613,10.947,RB,13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,207,0.101,182,0.83,RB,LV,0,0,0,0,108,427,13,17,9,52,2,182,201,121,16,54,15,188,226,140,0,0,3.954,3.059,5.778,0,0,0,0,7.2,3.954,0.867,1.133,0.6,3.467,RB,LV,0,0,0,0,20,139,13,3,3,43,2,30,102,58,18,34,10,40,167,93,0,0,6.95,14.333,14.333,0,0,0,0,2,6.95,1.3,0.3,0.3,4.3,12.133,0.17,0.033
00-0025418,Greg Olsen,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,191,1,401,48,13,25.1,42.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.429,5.429,27.286,0.143,57.286,6.857,1.857,0,0.409,0.189,0.225,0.441,3.586,6.014,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,1.09,TE,CAR,0,0,0,0,0,0,0,17,10,128,8,115,80,44,10,26,7,249,204,124,0,0,0,7.529,12.8,0,0,0,0,0,NA,0,2.429,1.429,18.286,TE,CAR,0,0,0,0,0,0,0,12,3,25,2,18,49,18,11,14,5,54,168,81,0,0,0,2.083,8.333,0,0,0,0,0,NA,0,2.4,0.6,5,25,0.217,0.074
00-0025430,Drew Stanton,2017,79,159,894,6,5,7,40,1718,299,50,9,7,0,0,2,0,0,0,0,0,0,0,50.46,50.46,5,15.8,31.8,178.8,1.2,1,1.4,8,343.6,59.8,10,-4.447,0.52,1.8,1.4,0,0,0.4,-0.285,0,0,0,0,0,0,0,0,0,0,0,0,10.092,10.092,QB,NA,NA,-0.315,-0.783,-0.157,0.116,-0.153,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,ARI,53,28,396,19,6,-1,0,0,0,0,0,84,62,34,4,23,5,236,234,130,7.472,14.143,-0.167,0,0,10.6,5.6,79.2,3.8,1.2,-0.167,0,0,0,0,QB,ARI,60,27,304,21,1,5,1,0,0,0,0,5,66,31,2,23,5,25,208,102,5.067,11.259,5,0,0,12,5.4,60.8,4.2,0.2,5,0.2,0,0,0,NA,NA,NA
00-0025549,Brent Celek,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,130,1,135,85,7,19,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182,2.182,11.818,0.091,12.273,7.727,0.636,0,1.172,0.068,0.045,0.133,1.727,2.909,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,0.95,TE,PHI,0,0,0,0,0,0,0,14,6,58,3,140,147,84,20,38,10,226,249,140,0,0,0,4.143,9.667,0,0,0,0,0,NA,0,1.4,0.6,5.8,TE,PHI,0,0,0,0,0,0,0,3,3,33,1,13,24,14,7,6,3,62,168,97,0,0,0,11,11,0,0,0,0,0,NA,0,1,1,11,12.455,0.175,0.051
00-0025708,Matt Moore,2017,78,127,861,4,5,12,95,1039,324,38,3,9,0,0,1,0,0,0,0,0,0,0,41.34,41.34,4,19.5,31.75,215.25,1,1.25,3,23.75,259.75,81,9.5,-5.362,0.854,0.75,2.25,0,0,0.25,0.025,0,0,0,0,0,0,0,0,0,0,0,0,10.335,10.335,QB,NA,NA,0.14,2.598,1.563,-0.619,0.293,-0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,MIA,54,33,306,13,1,2,0,0,0,0,0,43,70,45,1,20,4,187,255,161,5.667,9.273,2,0,0,13.5,8.25,76.5,3.25,0.25,2,0,0,0,0,QB,MIA,37,19,338,13,2,7,1,0,0,0,0,10,42,21,3,14,4,34,168,85,9.135,17.789,3.5,0,0,9.25,4.75,84.5,3.25,0.5,3.5,0.25,0,0,0,NA,NA,NA
00-0026019,Danny Woodhead,2017,0,0,0,0,0,0,0,0,0,0,14,56,0,0,2,33,39,200,0,108,118,9,25.6,58.6,8,0,0,0,0,0,0,0,0,0,0,0,0,1.75,7,0,0,0.25,-0.346,4.125,4.875,25,0,13.5,14.75,1.125,0,-1.869,0.146,0.083,0.277,3.2,7.325,RB,1,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0,113,1.77,RB,BAL,0,0,0,0,2,10,0,16,14,68,1,103,106,67,14,28,7,245,215,132,0,0,5,4.25,4.857,0,0,0,0,0.286,5,0,2.286,2,9.714,RB,BAL,0,0,0,0,1,2,0,12,9,71,6,22,77,38,12,22,7,47,177,91,0,0,2,5.917,7.889,0,0,0,0,0.143,2,0,1.714,1.286,10.143,14.125,0.345,0.08
00-0026035,Danny Amendola,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,86,659,2,682,210,40,77.9,138.9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.067,5.733,43.933,0.133,45.467,14,2.667,0,1.027,0.156,0.138,0.33,5.193,9.26,WR,NA,NA,NA,NA,NA,NA,NA,NA,1.424,-0.427,1.348,0.397,0.559,0.334,0.035,0.047,0.035,0.337,0.337,0.209,NA,NA,NA,390,1.69,WR,NE,0,0,0,0,0,0,0,18,13,132,5,140,155,98,19,51,10,268,228,148,0,0,0,7.333,10.154,0,0,0,0,0,NA,0,1.8,1.3,13.2,WR,NE,0,0,0,0,0,0,0,30,18,217,15,32,122,61,15,45,12,46,156,83,0,0,0,7.233,12.056,0,0,0,0,0,NA,0,2.5,1.5,18.083,26,0.221,0.103
00-0026069,Mike Tolbert,2017,0,0,0,0,0,0,0,0,0,0,66,247,1,2,9,14,17,78,0,41,48,2,36.5,50.5,12,0,0,0,0,0,0,0,0,0,0,0,0,5.5,20.583,0.083,0.167,0.75,-1.113,1.167,1.417,6.5,0,3.417,4,0.167,0,0.857,0.045,0.016,0.079,3.042,4.208,RB,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,66,0.091,98,0.8,RB,BUF,0,0,0,0,37,108,2,5,4,32,1,180,131,76,16,34,12,235,185,105,0,0,2.919,6.4,8,0,0,0,0,3.083,2.919,0.167,0.417,0.333,2.667,RB,BUF,0,0,0,0,6,19,2,4,4,25,0,39,62,38,17,23,7,77,163,93,0,0,3.167,6.25,6.25,0,0,0,0,0.857,3.167,0.286,0.571,0.571,3.571,8.167,0.173,0.02
00-0026143,Matt Ryan,2017,342,529,4095,20,12,24,156,4719,1861,199,32,143,0,3,11,0,0,0,0,0,0,0,228.1,228.1,16,21.375,33.062,255.938,1.25,0.75,1.5,9.75,294.938,116.312,12.438,4.399,0.891,2,8.938,0,0.188,0.688,0.258,0,0,0,0,0,0,0,0,0,0,0,0,14.256,14.256,QB,3,NA,-0.076,0.308,0.136,0.187,0.351,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,ATL,219,142,1830,78,18,50,2,0,0,0,0,233,219,142,27,78,16,233,219,142,8.356,12.887,2.778,0,0,13.688,8.875,114.375,4.875,1.125,2.778,0.125,0,0,0,QB,ATL,156,86,1059,61,5,34,4,0,0,0,0,42,157,87,26,62,16,42,157,87,6.788,12.314,6.8,0,0,9.75,5.375,66.188,3.812,0.312,6.8,0.25,0,0,0,NA,NA,NA
00-0026144,Darren McFadden,2017,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,-1.025,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.2,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,RB,DAL,0,0,0,0,1,-2,0,0,0,0,0,13,13,7,4,0,1,269,172,105,0,0,-2,0,0,0,0,0,0,1,-2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
00-0026153,Jonathan Stewart,2017,0,0,0,0,0,0,0,0,0,0,198,680,6,3,41,8,15,52,1,-17,69,2,109.2,117.2,15,0,0,0,0,0,0,0,0,0,0,0,0,13.2,45.333,0.4,0.2,2.733,-2.606,0.533,1,3.467,0.067,-1.133,4.6,0.133,0,-0.336,0.033,-0.006,0.045,7.28,7.813,RB,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,198,0.111,101,0.51,RB,CAR,0,0,0,0,108,359,12,8,4,30,1,236,191,118,31,53,15,249,204,124,0,0,3.324,3.75,7.5,0,0,0,0,7.2,3.324,0.8,0.533,0.267,2,RB,CAR,0,0,0,0,15,94,10,1,0,0,0,32,83,37,22,22,8,54,168,81,0,0,6.267,0,0,0,0,0,0,1.875,6.267,1.25,0.125,0,0,6.733,0.149,0.02
00-0026158,Joe Flacco,2017,352,549,3141,18,13,27,205,3679,1470,161,25,54,1,1,3,0,0,0,0,0,0,0,185.04,185.04,16,22,34.312,196.312,1.125,0.812,1.688,12.812,229.938,91.875,10.062,-3.286,0.924,1.562,3.375,0.062,0.062,0.188,-0.498,0,0,0,0,0,0,0,0,0,0,0,0,11.565,11.565,QB,3,NA,0.013,-0.412,-0.146,-0.021,0.039,-0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,BAL,211,129,1211,49,12,16,1,0,0,0,0,245,215,132,32,50,16,245,215,132,5.739,9.388,1.333,0,0,13.188,8.062,75.688,3.062,0.75,1.333,0.062,0,0,0,QB,BAL,171,87,814,51,6,10,1,0,0,0,0,47,177,91,22,54,16,47,177,91,4.76,9.356,1.667,0,0,10.688,5.438,50.875,3.188,0.375,1.667,0.062,0,0,0,NA,NA,NA
00-0026164,Chris Johnson,2017,0,0,0,0,0,0,0,0,0,0,45,114,0,0,3,5,6,43,0,20,30,2,15.7,20.7,4,0,0,0,0,0,0,0,0,0,0,0,0,11.25,28.5,0,0,0.75,-2.912,1.25,1.5,10.75,0,5,7.5,0.5,0,1.428,0.031,0.012,0.055,3.925,5.175,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,45,0.178,44,0.98,RB,ARI,0,0,0,0,28,72,0,4,4,39,2,48,73,40,0,23,4,236,234,130,0,0,2.571,9.75,9.75,0,0,0,0,7,2.571,0,1,1,9.75,RB,ARI,0,0,0,0,1,2,1,0,0,0,0,2,14,5,2,3,1,25,208,102,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0,11,0.136,0.045
00-0026176,Jordy Nelson,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,88,482,6,964,128,38,84.2,137.2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.786,6.286,34.429,0.429,68.857,9.143,2.714,0,0.585,0.193,0.282,0.487,6.014,9.8,WR,NA,NA,NA,NA,NA,NA,NA,NA,-1.07,0.782,-0.382,-0.276,0.52,0.039,0.057,0.057,0.08,0.341,0.148,0.318,NA,NA,NA,506,0.95,WR,GB,0,0,0,0,0,0,0,29,18,187,10,153,193,122,19,45,13,194,236,152,0,0,0,6.448,10.389,0,0,0,0,0,NA,0,2.231,1.385,14.385,WR,GB,0,0,0,0,0,0,0,26,16,138,12,42,132,66,27,43,13,48,163,77,0,0,0,5.308,8.625,0,0,0,0,0,NA,0,2,1.231,10.615,36.143,0.174,0.075
00-0026184,Matt Forte,2017,0,0,0,0,0,0,0,0,0,0,103,381,2,1,12,37,45,293,1,83,252,13,83.4,120.4,12,0,0,0,0,0,0,0,0,0,0,0,0,8.583,31.75,0.167,0.083,1,-1.576,3.083,3.75,24.417,0.083,6.917,21,1.083,0,0.5,0.124,0.027,0.204,6.95,10.033,RB,7,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,103,0.087,191,1.53,RB,NYJ,0,0,0,0,66,264,8,13,10,62,2,185,131,78,21,27,12,239,181,110,0,0,4,4.769,6.2,0,0,0,0,5.5,4,0.667,1.083,0.833,5.167,RB,NYJ,0,0,0,0,3,4,0,14,12,146,7,34,110,63,20,39,10,52,176,97,0,0,1.333,10.429,12.167,0,0,0,0,0.3,1.333,0,1.4,1.2,14.6,15.917,0.236,0.068
00-0026189,DeSean Jackson,2017,0,0,0,0,0,0,0,0,0,0,3,38,0,0,1,50,90,668,3,1444,191,36,88.6,138.6,14,0,0,0,0,0,0,0,0,0,0,0,0,0.214,2.714,0,0,0.071,0.154,3.571,6.429,47.714,0.214,103.143,13.643,2.571,0,0.599,0.171,0.271,0.447,6.329,9.9,WR,NA,NA,NA,NA,NA,NA,NA,NA,-1.185,-0.479,0.39,0.408,0.794,0.08,0.111,0.067,0.167,0.233,0.067,0.356,NA,NA,NA,436,1.53,WR,TB,0,0,0,0,3,38,1,31,18,294,14,207,216,143,22,84,14,236,247,157,0,0,12.667,9.484,16.333,0,0,0,0,0.214,12.667,0.071,2.214,1.286,21,WR,TB,0,0,0,0,0,0,0,16,8,135,7,11,79,36,5,26,7,32,164,88,0,0,0,8.438,16.875,0,0,0,0,0,NA,0,2.286,1.143,19.286,31.143,0.206,0.083
00-0026197,Chad Henne,2017,0,2,0,0,0,0,0,2,0,0,5,-5,0,0,0,0,0,0,0,0,0,0,-0.5,-0.5,2,0,1,0,0,0,0,0,1,0,0,-1.071,0,2.5,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,QB,NA,NA,0,0,0,0,-1.439,-0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QB,JAX,0,0,0,0,2,-2,0,0,0,0,0,43,20,13,4,8,2,285,190,120,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,QB,JAX,1,0,0,0,1,-1,0,0,0,0,0,4,8,3,1,2,1,50,178,93,0,0,-1,0,0,1,0,0,0,1,-1,0,0,0,0,NA,NA,NA
00-0026201,Martellus Bennett,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,286,0,265,168,11,28.6,58.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,4.889,31.778,0,29.444,18.667,1.222,0,1.721,0.135,0.113,0.283,3.178,6.511,TE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234,1.22,TE,NE,0,0,0,0,0,0,0,22,17,132,5,95,127,86,10,38,8,268,228,148,0,0,0,6,7.765,0,0,0,0,0,NA,0,2.75,2.125,16.5,TE,GB,0,0,0,0,0,0,0,9,4,50,2,18,67,30,12,24,6,48,163,77,0,0,0,5.556,12.5,0,0,0,0,0,NA,0,1.5,0.667,8.333,26,0.188,0.047
00-0026213,Jamaal Charles,2017,0,0,0,0,0,0,0,0,0,0,69,296,1,2,16,23,28,129,0,-23,159,6,44.5,67.5,13,0,0,0,0,0,0,0,0,0,0,0,0,5.308,22.769,0.077,0.154,1.231,-1.062,1.769,2.154,9.923,0,-1.769,12.231,0.462,0,-2.258,0.061,-0.007,0.086,3.423,5.192,RB,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,69,0.101,104,1.24,RB,DEN,0,0,0,0,37,157,3,8,6,47,3,178,189,100,9,51,13,228,226,122,0,0,4.243,5.875,7.833,0,0,0,0,2.846,4.243,0.231,0.615,0.462,3.615,RB,DEN,0,0,0,0,8,20,5,9,8,54,2,38,146,82,22,54,12,55,186,101,0,0,2.5,6,6.75,0,0,0,0,0.667,2.5,0.417,0.75,0.667,4.5,8,0.269,0.058
